"Organization Name",Address,"NLRB Case Numbers","Petition File Date","Vote Count Date","Election Yes Votes","Election No Votes","Election Challenged Votes",Percentage,"Store Organizing Status",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Rhode Island (RI) : Warwick, Pace Boulevard - 7430","25 Pace Blvd Unit A, Warwick RI 02886-4244",01-RC-293595,4/6/2022,8/31/2022,9,9,1,50,"Lost election",41.702951,-71.4968,1,rooftop,25,"Pace Blvd",Unit,A,Warwick,RI,"Kent County",02886,US,"Statewide RI"
"South Dakota (SD) : 3307 7th Ave SE - Aberdeen - 22639","3307 7th Ave SE Ste 114, Aberdeen SD 57401-6614",18-RC-319207,6/1/2023,7/13/2023,2,10,,16.66666667,"Lost election",45.458632,-98.44208,1,rooftop,3307,"7th Ave SE",Ste,114,Aberdeen,SD,"Brown County",57401,US,"Brown County"
"Tennessee (TN) : Fortress and John Rice - 53847","1144 Fortress Blvd Ste A, Murfreesboro TN 37128-5589",10-RC-292155,3/14/2022,5/27/2022,12,16,1,42.85714286,"Lost election",35.86519,-86.463198,1,rooftop,1144,"Fortress Blvd",Ste,A,Murfreesboro,TN,"Rutherford County",37128,US,"Statewide TN"
"Tennessee (TN) : I-24 & Sam Ridley Pkwy - 8929","620 W Sam Ridley Pkwy, Smyrna TN 37167-5622",10-RC-294624,4/25/2022,7/26/2022,8,8,0,50,"Lost election",35.978961,-86.563214,1,rooftop,620,"W Sam Ridley Pkwy",,,Smyrna,TN,"Rutherford County",37167,US,"City of Murfreesboro"
"Texas (TX) : 281 & Hwy 46 - 9933","109 Old Boerne Rd, Bulverde TX 78163-3269",16-RC-296156,5/20/2022,7/25/2022,4,17,0,19.04761905,"Lost election",29.797119,-98.422251,1,rooftop,109,"Old Boerne Rd",,,Bulverde,TX,"Comal County",78163,US,"Statewide (CC 0 Texas Natural Resources Information System)"
"Texas (TX) : Hwy 290 & 43rd Street - 6393","12035 Northwest Fwy, Houston TX 77092-4901",16-RC-327002,10/2/2023,11/9/2023,9,11,0,45,"Lost election",29.831622,-95.482958,1,rooftop,12035,"Northwest Fwy",,,Houston,TX,"Harris County",77092,US,"City of Houston"
"Texas (TX) : Inwood & Willow - 2935","12262 Inwood Rd, Dallas TX 75244-8019",16-RC-317344,5/4/2023,6/12/2023,5,10,,33.33333333,"Lost election",32.915629,-96.817608,1,rooftop,12262,"Inwood Rd",,,Dallas,TX,"Dallas County",75244,US,Dallas
"Utah (UT) : Little Cottonwood Shopping Center - 9580","1960 E 9400 S, Sandy UT 84093-3002",27-RC-333825,1/18/2024,2/20/2024,5,6,,45.45454545,"Lost election",40.580102,-111.835474,1,rooftop,1960,"E 9400 S",,,Sandy,UT,"Salt Lake County",84093,US,"Utah AGRC (and individual UT counties)"
"Virginia (VA) : Huntsman Square - 7814","7475 Huntsman Blvd, Springfield VA 22153-1648",05-RC-291121,2/23/2022,4/14/2022,8,10,0,44.44444444,"Lost election",38.752773,-77.265111,1,rooftop,7475,"Huntsman Blvd",,,Springfield,VA,"Fairfax County",22153,US,Fairfax
"Virginia (VA) : Nuckols Rd & Twin Hickory - 9377","11332 Nuckols Rd, Glen Allen VA 23059-5503",05-RC-295021,5/2/2022,6/10/2022,7,20,1,25.92592593,"Lost election",37.682623,-77.588652,1,rooftop,11332,"Nuckols Rd",,,"Glen Allen",VA,"Henrico County",23059,US,Henrico
"Washington (WA) : 4th & Diagonal-Seattle - 14247","4115 4th Ave S, Seattle WA 98134-2309",19-RC-295849,5/13/2022,6/29/2022,4,4,2,50,"Contested Election",47.566652,-122.329915,1,rooftop,4115,"4th Ave S",,,Seattle,WA,"King County",98134,US,"City of Seattle"
"Washington (WA) : Avondale & 116th - Redmond, WA - 9938","11523 Avondale Rd NE Bldg B Ste 102, Redmond WA 98052-2301",19-RC-333770,1/17/2024,2/12/2024,5,9,,35.71428571,"Lost election",47.702789,-122.093595,1,rooftop,11523,"Avondale Rd NE",Bldg,B,Redmond,WA,"King County",98052,US,King
"Washington (WA) : Canyon Crossing- Frederickson - 11664","5602 176th St E Bldg G, Puyallup WA 98375-9307",19-RC-305313,10/14/2022,11/29/2022,9,13,2,40.90909091,"Lost election",47.096021,-122.354763,1,rooftop,5602,"176th St E",Ste,G,Puyallup,WA,"Pierce County",98375,US,Pierce
"Washington (WA) : Petrovitsky & 176th - Fairwood - 8797","14210 SE Petrovitsky Rd # 101, Renton WA 98058-8906",19-RC-330730,11/27/2023,1/8/2024,10,11,,47.61904762,"Lost election",47.445204,-122.150734,1,rooftop,14210,"SE Petrovitsky Rd",#,101,Renton,WA,"King County",98058,US,King
"Washington (WA) : Renton Village - 374","601 S Grady Way Ste E, Renton WA 98057-3229",19-RC-334534,1/29/2024,2/29/2024,5,7,,41.66666667,"Lost election",47.470785,-122.211358,1,rooftop,601,"S Grady Way",Ste,E,Renton,WA,"King County",98057,US,King
"Wisconsin (WI) : McKee & Triverton Pike - 2511","2981 Triverton Pike Dr, Fitchburg WI 53711-7507",18-RC-294802,4/26/2022,7/11/2022,1,21,1,4.545454545,"Lost election",43.016068,-89.429004,1,rooftop,2981,"Triverton Pike Dr",,,Fitchburg,WI,"Dane County",53711,US,Dane
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
,,,,,,,,#DIV/0!,,0,0,0,,"The query parameter is an empty string. Please supply a valid address.",,,,,,,,,
