"Organization Name",Address,"NLRB Case Numbers","Petition File Date","Vote Count Date","Election Yes Votes","Election No Votes","Election Challenged Votes",Percentage,"Store Organizing Status",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Massachusetts (MA) : Beth Israel - 7224 - Boston MA","364 Brookline Ave, Boston MA 02215-5401",01-RC-289350,1/21/2022,5/3/2022,5,0,2,100,"6. Joining the Fight To Win (Post-Election Victory)",42.339048,-71.10642,1,rooftop,364,"Brookline Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
"Massachusetts (MA) : Beverly, Enon St. - 7450","29 Enon St, Beverly MA 01915-1115",01-RC-322483,7/26/2023,9/7/2023,8,6,3,57.14285714,"6. Joining the Fight To Win (Post-Election Victory)",42.586505,-70.885033,1,range_interpolation,29,"Enon St",,,Beverly,MA,"Essex County",01915,US,"TIGER/Line® dataset from the US Census Bureau"
"Massachusetts (MA) : Brighton Village - 7823","470 Washington St, Brighton MA 02135-2674",01-RC-343482,6/3/2024,6/18/2024,7,3,,70,"6. Joining the Fight To Win (Post-Election Victory)",42.348709,-71.159541,1,rooftop,470,"Washington St",,,Brighton,MA,"Suffolk County",02135,US,"City of Boston"
"Massachusetts (MA) : Cleveland Circle - 16439 - MA","1948 Beacon St, Brighton MA 02135-7701",01-RC-289077,1/18/2022,5/3/2022,8,2,4,80,"6. Joining the Fight To Win (Post-Election Victory)",42.336319,-71.150171,1,rooftop,1948,"Beacon St",,,Brighton,MA,"Suffolk County",02135,US,"City of Boston"
"Massachusetts (MA) : Coolidge Corner - 867 - MA","277 Harvard St, Brookline MA 02446-2908",01-RC-287639,12/13/2021,4/11/2022,14,0,2,100,"6. Joining the Fight To Win (Post-Election Victory)",42.34266,-71.121564,1,rooftop,277,"Harvard St",,,Brookline,MA,"Norfolk County",02446,US,"City of Brookline"
"Massachusetts (MA) : Federal Street - 869 - MA","75 Federal St # 101, Boston MA 02110-1913",01-RC-302289,8/29/2022,10/21/2022,5,0,2,100,"6. Joining the Fight To Win (Post-Election Victory)",42.355288,-71.056801,1,rooftop,75,"Federal St",#,101,Boston,MA,"Suffolk County",02110,US,"City of Boston"
"Massachusetts (MA) : Gardner, W. Broadway - 65190 - MA","308 W Broadway Ste 1, Gardner MA 01440-3477",01-RC-294409,4/21/2022,6/23/2022,14,0,1,100,"6. Joining the Fight To Win (Post-Election Victory)",42.561457,-71.991185,1,rooftop,308,"W Broadway",Ste,1,Gardner,MA,"Worcester County",01440,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"Massachusetts (MA) : Kendall Square - 8742 - MA","120 Broadway 6, Cambridge, MA 02142",01-RC-290851,2/17/2022,6/30/2022,6,0,2,100,"6. Joining the Fight To Win (Post-Election Victory)",42.364006,-71.088076,1,rooftop,120,Broadway,,6,Cambridge,MA,"Middlesex County",02142,US,"City of Cambridge"
"Massachusetts (MA) : Mt. Auburn - 7382 - Watertown MA","75 Mount Auburn St, Watertown MA 02472-3924",01-RC-289330,1/21/2022,5/3/2022,10,1,2,90.90909091,"6. Joining the Fight To Win (Post-Election Victory)",42.366419,-71.181093,1,rooftop,75,"Mt Auburn St",,,Watertown,MA,"Middlesex County",02472,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"Massachusetts (MA) : Newton Corner - 10155 - MA","259 Centre St, Newton MA 02458-1624",01-RC-313008,2/27/2023,12/6/2023,7,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",42.358963,-71.185347,1,rooftop,259,"Centre St",,,Newton,MA,"Middlesex County",02458,US,"Town of Newton"
"Massachusetts (MA) : Somerville Avenue - 2764 - MA","711 Somerville Ave # 723, Somerville MA 02143-3695",01-RC-312846,2/24/2023,12/5/2023,6,1,,85.71428571,"6. Joining the Fight To Win (Post-Election Victory)",42.386141,-71.114194,1,rooftop,711,"Somerville Ave",#,723,Somerville,MA,"Middlesex County",02143,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"Massachusetts (MA) : Tremont-South End - 7551 - MA","627 Tremont St Spc #1, Boston, MA 02118",01-RC-292803,3/23/2022,7/20/2022,4,0,2,100,"6. Joining the Fight To Win (Post-Election Victory)",42.342648,-71.074674,1,rooftop,627,"Tremont St",Ste,1,Boston,MA,"Suffolk County",02118,US,"City of Boston"
"Massachusetts (MA) : Waban - 835 - MA","474 Woodward St, Waban MA 02468-1521",01-RC-292142,3/14/2022,5/19/2022,12,0,3,100,"6. Joining the Fight To Win (Post-Election Victory)",42.326406,-71.230227,1,rooftop,474,"Woodward St",,,Waban,MA,"Middlesex County",02468,US,"Town of Newton"
"Massachusetts (MA) : Westford Valley Marketplace - 9913 - MA","174 Littleton Rd, Westford MA 01886-3191",01-RC-292964,3/28/2022,6/3/2022,11,0,1,100,"6. Joining the Fight To Win (Post-Election Victory)",42.566404,-71.422006,1,rooftop,174,"Littleton Rd",,,Westford,MA,"Middlesex County",01886,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"Massachusetts (MA) : Worcester, East Central Street - 9986 - MA","11 E Central St, Worcester MA 01605-3674",01-RC-292949,3/28/2022,6/3/2022,14,0,5,100,"6. Joining the Fight To Win (Post-Election Victory)",42.266898,-71.794321,1,rooftop,11,"E Central St",,,Worcester,MA,"Worcester County",01605,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"Michigan (MI) : Brighton - W Grand River - 14806","8481 W Grand River Ave, Brighton MI 48116-2324",07-RC-334603,1/26/2024,2/28/2024,17,2,,89.47368421,"6. Joining the Fight To Win (Post-Election Victory)",42.544427,-83.788286,1,range_interpolation,8481,"W Grand River Ave",,,Brighton,MI,"Livingston County",48116,US,"TIGER/Line® dataset from the US Census Bureau"
"Michigan (MI) : Burton & Rosemont - 48198","2480 Burton St SE, Grand Rapids MI 49546-4811",07-RC-291974,3/9/2022,5/13/2022,15,3,3,83.33333333,"6. Joining the Fight To Win (Post-Election Victory)",42.926987,-85.608905,1,range_interpolation,2480,"Burton St SE",,,"Grand Rapids",MI,"Kent County",49546,US,"TIGER/Line® dataset from the US Census Bureau"
"Michigan (MI) : Carpenter Rd. - 13531","3650 Carpenter Rd, Ypsilanti, MI 48197",07-RC-293990,4/13/2022,6/17/2022,15,2,1,88.23529412,"6. Joining the Fight To Win (Post-Election Victory)",42.237148,-83.681127,1,rooftop,3650,"Carpenter Rd",,,Ypsilanti,MI,"Washtenaw County",48197,US,Semcog
"Michigan (MI) : Flint, Miller Road & I-75 - 8874","3243 Miller Rd, Flint, MI 48507",07-RC-291984,3/9/2022,6/9/2022,13,6,0,68.42105263,"6. Joining the Fight To Win (Post-Election Victory)",42.988231,-83.74053,1,rooftop,3243,"Miller Rd",,,Flint,MI,"Genesee County",48507,US,Genesee
"Michigan (MI) : Fort & Pennsylvania Ave - 49998","17056 Fort St, Riverview MI 48193-6626",07-RC-314627,3/22/2023,5/11/2023,11,1,,91.66666667,"6. Joining the Fight To Win (Post-Election Victory)",42.184305,-83.190451,0.87,nearest_rooftop_match,17020,"Ft St",,,Riverview,MI,"Wayne County",48193,US,Semcog
"Michigan (MI) : Glencoe Crossing - 4585 Washtenaw - 11966","4585 Washtenaw Ave, Ann Arbor MI 48108-1278",07-RC-289821,1/31/2022,6/7/2022,14,0,1,100,"6. Joining the Fight To Win (Post-Election Victory)",42.252278,-83.669175,1,rooftop,4585,"Washtenaw Ave",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"Michigan (MI) : Grand River & Stoddard - 11517","1141 E Grand River Ave, East Lansing MI 48823-4659",07-RC-292006,3/9/2022,6/9/2022,19,0,6,100,"6. Joining the Fight To Win (Post-Election Victory)",42.731216,-84.467372,1,rooftop,1141,"E Grand River Ave",,,"East Lansing",MI,"Ingham County",48823,US,"City of East Lansing"
"Michigan (MI) : Jackson and Zeeb - 23127","120 S Zeeb Rd Ste 101, Ann Arbor MI 48103-9179",07-RC-290303,2/8/2022,6/7/2022,10,2,2,83.33333333,"6. Joining the Fight To Win (Post-Election Victory)",42.285205,-83.838608,1,range_interpolation,120,"S Zeeb Rd",Ste,101,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"Michigan (MI) : Lk Lansing & Kerry St - 58272","2624 Lake Lansing Rd, Lansing MI 48912-3621",07-RC-290290,2/8/2022,6/9/2022,13,3,1,81.25,"6. Joining the Fight To Win (Post-Election Victory)",42.760367,-84.514363,1,rooftop,2624,"Lake Lansing Rd",,,Lansing,MI,"Ingham County",48912,US,Ingham
"Michigan (MI) : Pardee & Eureka - 2872","23402 Eureka Rd, Taylor MI 48180-5200",07-RC-318636,5/23/2023,7/6/2023,13,2,,86.66666667,"6. Joining the Fight To Win (Post-Election Victory)",42.197812,-83.263456,1,range_interpolation,23402,"Eureka Rd",,,Taylor,MI,"Wayne County",48180,US,"TIGER/Line® dataset from the US Census Bureau"
"Michigan (MI) : Plymouth & Nixon - 15010","2793 Plymouth Rd, Ann Arbor MI 48105-2489",07-RC-320357,6/21/2023,8/1/2023,11,8,,57.89473684,"6. Joining the Fight To Win (Post-Election Victory)",42.302875,-83.705983,1,rooftop,2793,"Plymouth Rd",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"Michigan (MI) : Southfield & Outer Dr, Allen Park - 9435","23005 Outer Dr, Allen Park MI 48101-3149",07-RC-312507,2/17/2023,4/5/2023,12,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",42.278391,-83.215365,1,rooftop,23005,"Outer Dr",,,"Allen Park",MI,"Wayne County",48101,US,Semcog
"Michigan (MI) : State & Liberty - 2359","222 S State St, Ann Arbor MI 48104-2006",07-RC-290304,2/8/2022,6/7/2022,15,1,1,93.75,"6. Joining the Fight To Win (Post-Election Victory)",42.279534,-83.741047,1,rooftop,222,"S State St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"Michigan (MI) : Telegraph & Maple - 2517","6420 Telegraph Rd, Bloomfield Hills MI 48301-1724",07-RC-300425,7/29/2022,10/7/2022,7,2,0,77.77777778,"6. Joining the Fight To Win (Post-Election Victory)",42.546175,-83.28628,1,rooftop,6420,"Telegraph Rd",,,"Bloomfield Hills",MI,"Oakland County",48301,US,Semcog
"Michigan (MI) : The Mall at Partridge Creek - 13788","17410 Hall Rd Ste 174, Clinton Township MI 48038-6918",07-RC-289840,1/31/2022,6/9/2022,8,3,1,72.72727273,"6. Joining the Fight To Win (Post-Election Victory)",42.625115,-82.944762,1,rooftop,17410,"Hall Rd",Ste,174,"Clinton Township",MI,"Macomb County",48038,US,Macomb
"Michigan (MI) : US-127 & Pickard - Mt Pleasant - 11728","5655 E Pickard St, Mt Pleasant MI 48858-5034",07-RC-299855,7/21/2022,9/12/2022,10,1,,90.90909091,"6. Joining the Fight To Win (Post-Election Victory)",43.611666,-84.732528,0.95,range_interpolation,5655,"E Pickard Rd",,,"Mount Pleasant",MI,"Isabella County",48858,US,"TIGER/Line® dataset from the US Census Bureau"
"Minnesota (MN) : 2305 Fairview Ave-Fairdale Shoppes - 2209","2305 Fairview Ave N, Roseville MN 55113-2724",18-RC-297917,6/20/2022,9/8/2022,7,5,,58.33333333,"6. Joining the Fight To Win (Post-Election Victory)",45.012392,-93.177879,1,rooftop,2305,"Fairview Ave N",,,"Saint Paul",MN,"Ramsey County",55113,US,"Ramsey County"
"Minnesota (MN) : 300 Snelling - 65228","300 Snelling Ave S Ste C, Saint Paul MN 55105-2017",18-RC-290585,2/14/2022,4/27/2022,14,1,0,93.33333333,"6. Joining the Fight To Win (Post-Election Victory)",44.932577,-93.166716,1,rooftop,300,"Snelling Ave S",Ste,C,"Saint Paul",MN,"Ramsey County",55105,US,Ramsey
"Minnesota (MN) : 3250 Hwy 10 E, Moorhead, MN - 64631","3250 Highway 10 E, Moorhead MN 56560-2524",18-RC-332177,12/19/2023,2/2/2024,12,10,,54.54545455,"6. Joining the Fight To Win (Post-Election Victory)",46.877242,-96.728805,1,rooftop,3250,"Hwy 10 E",,,Moorhead,MN,"Clay County",56560,US,"City of Moorhead"
"Minnesota (MN) : Chanhassen - Dakota Ave II - 2450","190 Lake Dr E Ste 140, Chanhassen MN 55317-2014",18-RC-341366,5/2/2024,5/14/2024,19,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",44.860567,-93.526584,1,range_interpolation,190,"Lake Dr E",Ste,140,Chanhassen,MN,"Carver County",55317,US,"TIGER/Line® dataset from the US Census Bureau"
"Minnesota (MN) : Edina - Hwy 100 and Industrial Blvd - 24961","5122 Edina Industrial Blvd, Edina MN 55439-3008",18-RC-297566,6/14/2022,8/18/2022,9,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",44.864523,-93.353273,1,rooftop,5122,"Edina Industrial Blvd",,,Minneapolis,MN,"Hennepin County",55439,US,Hennepin
"Minnesota (MN) : Mall of America - First Level - 2705","164 E Broadway Ste E164, Bloomington MN 55425-5511",18-RC-294052,4/14/2022,6/22/2022,10,1,2,90.90909091,"6. Joining the Fight To Win (Post-Election Victory)",45.115867,-93.400677,0.89,range_interpolation,164,"E Broadway St",Ste,E164,Osseo,MN,"Hennepin County",55369,US,"TIGER/Line® dataset from the US Census Bureau"
"Minnesota (MN) : Minneapolis - 47th and Cedar - 49134","4712 Cedar Ave S, Minneapolis MN 55407-3634",18-RC-291359,2/28/2022,5/2/2022,11,3,2,78.57142857,"6. Joining the Fight To Win (Post-Election Victory)",44.917419,-93.247689,1,rooftop,4712,"Cedar Ave S",,,Minneapolis,MN,"Hennepin County",55407,US,Hennepin
"Minnesota (MN) : Pickup - Nicollet and 26th - 65231","2544 Nicollet Ave, Minneapolis MN 55404-4248",18-RC-338247,3/19/2024,4/16/2024,10,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",44.956519,-93.278017,1,range_interpolation,2544,"Nicollet Ave",,,Minneapolis,MN,"Hennepin County",55404,US,"TIGER/Line® dataset from the US Census Bureau"
"Minnesota (MN) : St Anthony - 37th & Silver Lake Rd - 48827","3704 Silver Lake Rd NE, Minneapolis MN 55421-4222",18-RC-292716,3/22/2022,6/6/2022,12,5,1,70.58823529,"6. Joining the Fight To Win (Post-Election Victory)",45.037212,-93.219053,0.95,rooftop,3704,"Silver Lake Rd",,,Minneapolis,MN,"Ramsey County",55421,US,"Ramsey County"
"Minnesota (MN) : Woodland Ave & College St. - 21634","1002 Woodland Ave, Duluth MN 55803-2659",18-RC-330231,11/16/2023,1/9/2024,11,8,,57.89473684,"6. Joining the Fight To Win (Post-Election Victory)",46.817281,-92.077701,1,rooftop,1002,"Woodland Ave",,,Duluth,MN,"St. Louis County",55803,US,"St Louis"
"Mississippi (MS) : I 55 & Northside - 10781","1220 E Northside Dr Ste 260, Jackson MS 39211-5518",15-RC-343607,6/4/2024,6/18/2024,12,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",32.356312,-90.150098,1,rooftop,1220,"E Northside Dr",Ste,260,Jackson,MS,"Hinds County",39211,US,Hinds
"Missouri (MO) : 41st & Main - 10832","4101 Main St, Kansas City MO 64111-2314",14-RC-292753,3/22/2022,12/6/2023,18,13,0,58.06451613,"6. Joining the Fight To Win (Post-Election Victory)",39.051386,-94.586018,1,rooftop,4101,"Main St",,,"Kansas City",MO,"Jackson County",64111,US,"City of Kansas City"
"Missouri (MO) : E. 39th and Arrowhead - 2442","18710 E 39th St S, Independence MO 64057-1709",14-RC-292066,3/10/2022,5/24/2022,17,3,2,85,"6. Joining the Fight To Win (Post-Election Victory)",39.048551,-94.359918,1,rooftop,18710,"E 39th St S",,,Independence,MO,"Jackson County",64057,US,Jackson
"Missouri (MO) : Glenstone & Cherry - 13655","631 S Glenstone Ave, Springfield MO 65802-3205",14-RC-297893,6/21/2022,8/25/2022,11,5,2,68.75,"6. Joining the Fight To Win (Post-Election Victory)",37.202669,-93.262412,1,rooftop,631,"S Glenstone Ave",,,Springfield,MO,"Greene County",65802,US,Greene
"Missouri (MO) : Gravois and Rock Hill-Affton - 23826","10015 Gravois Rd, Affton MO 63123-4023",14-RC-320308,6/21/2023,8/2/2023,14,2,,87.5,"6. Joining the Fight To Win (Post-Election Victory)",38.551229,-90.333614,1,rooftop,10015,"Gravois Rd",,,"Saint Louis",MO,"St. Louis County",63123,US,"St Louis (CC0)"
"Missouri (MO) : Hampton and Wise - 63259","1216 Hampton Ave, Saint Louis MO 63139-3149",14-RC-293479,4/4/2022,6/17/2022,17,0,0,100,"6. Joining the Fight To Win (Post-Election Victory)",38.627594,-90.287136,1,rooftop,1216,"Hampton Ave",,,"Saint Louis",MO,"St. Louis City",63139,US,"City of St Louis"
"Missouri (MO) : Hanley & Dale - 53585","8023 Dale Ave, Richmond Heights MO 63117-1448",14-RC-296784,5/31/2022,8/10/2022,22,3,,88,"6. Joining the Fight To Win (Post-Election Victory)",38.627939,-90.332778,1,rooftop,8023,"Dale Ave",,,"Saint Louis",MO,"St. Louis County",63117,US,"St Louis (CC0)"
"Missouri (MO) : Hwy 141 & I-44 - 10563 - Valley Park MO","922 Meramec Station Rd, Valley Park MO 63088-2008",14-RC-294493,4/22/2022,7/7/2022,11,6,0,64.70588235,"6. Joining the Fight To Win (Post-Election Victory)",38.536619,-90.496528,1,rooftop,922,"Meramec Station Rd",,,"Valley Park",MO,"St. Louis County",63088,US,"St Louis (CC0)"
"Missouri (MO) : Kings & Chippewa - 7945 - St Louis MO","3700 S Kingshighway Blvd, Saint Louis MO 63109-1800",14-RC-293441,4/4/2022,6/16/2022,9,4,3,69.23076923,"6. Joining the Fight To Win (Post-Election Victory)",38.593027,-90.272268,1,range_interpolation,3700,"S Kingshighway Blvd",,,"Saint Louis",MO,"St. Louis City",63109,US,"TIGER/Line® dataset from the US Census Bureau"
"Missouri (MO) : Lindbergh & Clayton - 7995","1500 S Lindbergh Blvd, Saint Louis MO 63131-3513",14-RC-293254,3/30/2022,6/13/2022,12,3,3,80,"6. Joining the Fight To Win (Post-Election Victory)",38.632503,-90.404846,1,rooftop,1500,"S Lindbergh Blvd",,,"Saint Louis",MO,"St. Louis County",63131,US,"St Louis (CC0)"
"Missouri (MO) : Page & Ball - 29445","11532 Page Service Dr, Saint Louis, MO 63146",14-RC-320758,6/28/2023,8/15/2023,14,3,,82.35294118,"6. Joining the Fight To Win (Post-Election Victory)",38.699487,-90.421991,1,rooftop,11532,"Page Service Dr",,,"Saint Louis",MO,"St. Louis County",63146,US,"St Louis (CC0)"
"Missouri (MO) : St Louis - S Grand and Sidney - 24571","2350 S Grand Blvd, Saint Louis MO 63104-1755",14-RC-315026,3/29/2023,5/9/2023,11,2,,84.61538462,"6. Joining the Fight To Win (Post-Election Victory)",38.608288,-90.240785,1,rooftop,2350,"S Grand Blvd",,,"Saint Louis",MO,"St. Louis City",63104,US,"City of St Louis"
"Montana (MT) : Missoula - Brooks and Central - 22428","2121 Brooks St, Missoula MT 59801-6648",19-RC-318525,5/23/2023,6/23/2023,11,6,,64.70588235,"6. Joining the Fight To Win (Post-Election Victory)",46.850929,-114.015301,1,rooftop,2121,"Brooks St",,,Missoula,MT,"Missoula County",59801,US,"Montana State Library"
"Montana (MT) : Missoula-1-90 and Reserve - 3437","5260 Grant Creek Rd, Missoula MT 59808-1492",19-RC-321716,7/12/2023,8/16/2023,14,5,,73.68421053,"6. Joining the Fight To Win (Post-Election Victory)",46.91434,-114.032843,1,rooftop,5260,"Grant Creek Rd",,,Missoula,MT,"Missoula County",59808,US,"Montana State Library"
"Nebraska (NE) : 125th & W. Center Rd. - 2651","12245 W Center Rd, Omaha NE 68144-3957",14-RC-331163,12/4/2023,1/23/2024,13,7,,65,"6. Joining the Fight To Win (Post-Election Victory)",41.233587,-96.1036,1,rooftop,12245,"W Center Rd",,,Omaha,NE,"Douglas County",68144,US,Douglas
"Nebraska (NE) : 27th and Kensington - 29697","5040 N 26th St, Lincoln NE 68521-4732",14-RC-320540,6/23/2023,8/7/2023,18,1,0,94.73684211,"6. Joining the Fight To Win (Post-Election Victory)",40.8619,-96.683009,1,rooftop,5040,"N 26th St",,,Lincoln,NE,"Lancaster County",68521,US,Lincoln
"Nebraska (NE) : 72nd & Dodge - 2933","219 S 72nd St, Omaha NE 68114-4603",14-RC-332183,12/19/2023,1/29/2024,10,1,,90.90909091,"6. Joining the Fight To Win (Post-Election Victory)",41.258344,-96.023474,1,rooftop,219,"S 72nd St",,,Omaha,NE,"Douglas County",68114,US,Douglas
"Nevada (NV) : Casino Center and Clark - 49416 - Las Vegas NV","122 E Clark Ave, Las Vegas, NV 89101",28-RM-325857,9/14/2023,10/23/2023,16,3,,84.21052632,"6. Joining the Fight To Win (Post-Election Victory)",36.165883,-115.148295,0.88,nearest_rooftop_match,100,"E Clark Ave",,,"Las Vegas",NV,"Clark County",89101,US,Clark
"Nevada (NV) : Lake Mead & McDaniel, N LV - 9959","2001 E Lake Mead Blvd Ste 105, North Las Vegas NV 89030-8902",28-RC-318709,5/22/2023,7/6/2023,24,2,,92.30769231,"6. Joining the Fight To Win (Post-Election Victory)",36.195669,-115.120687,1,range_interpolation,2001,"E Lake Mead Blvd",Ste,105,"North Las Vegas",NV,"Clark County",89030,US,"TIGER/Line® dataset from the US Census Bureau"
"Nevada (NV) : McCarran & Lakeside - Reno - 6665","6890 S McCarran Blvd Ste 100, Reno NV 89509-6151",32-RC-336128,2/20/2024,3/22/2024,12,3,,80,"6. Joining the Fight To Win (Post-Election Victory)",39.476447,-119.806393,1,rooftop,6890,"S McCarran Blvd",Ste,100,Reno,NV,"Washoe County",89509,US,Washoe
"Nevada (NV) : Rainbow & Oakey, Las Vegas - 8613","1772 S Rainbow Blvd Ste 110, Las Vegas NV 89146-0005",28-RC-307132,11/16/2022,12/20/2022,11,7,1,61.11111111,"6. Joining the Fight To Win (Post-Election Victory)",36.150544,-115.243102,1,range_interpolation,1772,"S Rainbow Blvd",Ste,110,"Las Vegas",NV,"Clark County",89146,US,"TIGER/Line® dataset from the US Census Bureau"
"Nevada (NV) : Tenaya & Azure, Las Vegas - 9887","7220 W Azure Dr Ste 110, Las Vegas NV 89130-7912",28-RC-311111,1/26/2023,2/28/2023,18,3,,85.71428571,"6. Joining the Fight To Win (Post-Election Victory)",36.274414,-115.252946,1,rooftop,7220,"W Azure Dr",Ste,110,"Las Vegas",NV,"Clark County",89130,US,Clark
"New Hampshire (NH) : Rochester, Marketplace Drive - 48344","145 Marketplace Blvd Unit 2, Rochester NH 03867-4383",01-RC-315488,4/3/2023,5/23/2023,10,4,,71.42857143,"6. Joining the Fight To Win (Post-Election Victory)",43.33238,-71.008414,1,rooftop,145,"Marketplace Blvd",Unit,2,Rochester,NH,"Strafford County",03867,US,"Statewide NH"
"New Hampshire (NH) : Stratham, Portsmouth Ave - 59156","20 Portsmouth Ave, Stratham NH 03885-6528",01-RC-341280,5/1/2024,5/14/2024,9,6,,60,"6. Joining the Fight To Win (Post-Election Victory)",42.9963,-70.922528,1,rooftop,20,"Portsmouth Ave",,,Stratham,NH,"Rockingham County",03885,US,"Statewide NH"
"New Jersey (NJ) : Church & South Park - 13856 - Montclair NJ","40 S Park St, Montclair, NJ 07042",22-RC-297792,6/16/2022,8/10/2022,7,0,0,100,"6. Joining the Fight To Win (Post-Election Victory)",40.814138,-74.220001,1,range_interpolation,40,"S Park St",,,Montclair,NJ,"Essex County",07042,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey (NJ) : Hamilton NJ - 8964 - 1087 White Horse Ave","1087 White Horse Ave, Trenton NJ 08610-1424",22-RC-291263,2/25/2022,5/2/2022,8,3,1,72.72727273,"6. Joining the Fight To Win (Post-Election Victory)",40.206187,-74.695227,1,range_interpolation,1087,"White Horse Ave",,,Trenton,NJ,"Mercer County",08610,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey (NJ) : Hopewell - 7853 - NJ","800 Denow Rd Ste A, Pennington NJ 08534-5247",22-RC-288780,1/11/2022,4/25/2022,15,0,1,100,"6. Joining the Fight To Win (Post-Election Victory)",40.301394,-74.782135,0.95,rooftop,800,"Denow Road Ext",Ste,A,Pennington,NJ,"Mercer County",08534,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey (NJ) : Rt. 10 - 56661 - Succasunna NJ","401 State Rte 10 E, Ledgewood, NJ 07852",22-RC-321062,7/3/2023,8/10/2023,17,4,,80.95238095,"6. Joining the Fight To Win (Post-Election Victory)",40.875129,-74.650973,1,rooftop,401,"State Rte 10 E",,,Ledgewood,NJ,"Morris County",07852,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey (NJ) : Summit - 7226 - NJ","2 Beechwood Rd, Summit NJ 07901-2511",22-RC-291520,3/1/2022,5/2/2022,7,3,0,70,"6. Joining the Fight To Win (Post-Election Victory)",40.717721,-74.357543,1,range_interpolation,2,"Beechwood Rd",,,Summit,NJ,"Union County",07901,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey (NJ) : Troy Hills - 26761","1429 US Highway 46, Parsippany NJ 07054-2908",22-RC-343477,6/3/2024,6/13/2024,16,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",40.863523,-74.397977,1,rooftop,1429,"State Rte 46 W",,,Parsippany,NJ,"Morris County",07054,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Mexico (NM) : ABQ - Rio Grande and I-40 - 5791","1000 Rio Grande Blvd NW, Albuquerque NM 87104-2032",28-RC-299178,7/11/2022,9/15/2022,10,7,2,58.82352941,"6. Joining the Fight To Win (Post-Election Victory)",35.103818,-106.670072,1,rooftop,1000,"Rio Grande Blvd NW",,,Albuquerque,NM,"Bernalillo County",87104,US,Albuquerque
"New York (NY) : 32BJ : 444 Broadway - 60440","444 Broadway, New York NY 10013-2750",02-RC-343712,6/5/2024,6/18/2024,17,1,,94.44444444,"6. Joining the Fight To Win (Post-Election Victory)",40.720235,-74.000993,1,rooftop,444,Broadway,,,"New York",NY,"New York County",10013,US,"City of New York"
"New York (NY) : 32BJ : Broadway & Canal - 11934","405 Broadway, New York NY 10013-3558",02-RC-345670,7/3/2024,7/17/2024,8,2,,80,"6. Joining the Fight To Win (Post-Election Victory)",40.718903,-74.002495,1,rooftop,405,Broadway,,,"New York",NY,"New York County",10013,US,"City of New York"
"New York (NY) : 32BJ : Nassau & Fulton - 14318","130 Fulton St, New York NY 10038-2504",02-RC-343644,6/5/2024,6/18/2024,7,1,,87.5,"6. Joining the Fight To Win (Post-Election Victory)",40.710261,-74.008026,1,rooftop,130,"Fulton St",,,"New York",NY,"New York County",10038,US,"City of New York"
"New York (NY) : 32BJ : Water & Maiden Relo - 7878","155 Water St, Brooklyn NY 11201-1016",02-RC-343666,6/5/2024,6/18/2024,12,0,,100,"6. Joining the Fight To Win (Post-Election Victory)",40.703205,-73.987762,1,rooftop,155,"Water St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
"New York (NY) : NYNJJB : 31st St & Ditmars Blvd- Astoria - 7555","2228 31st St, Astoria NY 11105-2714",29-RC-294146,4/14/2022,6/30/2022,7,4,0,63.63636364,"6. Joining the Fight To Win (Post-Election Victory)",40.775625,-73.911601,1,rooftop,22-28,"31st St",,,Astoria,NY,"Queens County",11105,US,"City of New York"
"New York (NY) : NYNJJB : 4th Ave. & 11th St.-Park Slope - 48170","476 4th Ave, Brooklyn, NY 11215",29-RC-336255,2/20/2024,3/28/2024,12,2,,85.71428571,"6. Joining the Fight To Win (Post-Election Victory)",40.66941,-73.989776,1,rooftop,476,"4th Ave",,,Brooklyn,NY,"Kings County",11215,US,"City of New York"
