"Organization Name",Address,"Petition File Date","Vote Count Date",Notes,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Massachusetts (MA) : Waban - 835 - MA","474 Woodward St, Waban MA 02468-1521",3/14/2022,5/19/2022,,42.326406,-71.230227,1,rooftop,474,"Woodward St",,,Waban,MA,"Middlesex County",02468,US,"Town of Newton"
"Colorado (CO) : 5835 Leetsdale - 5440","5835 Leetsdale Dr, Denver CO 80224-1222",3/22/2022,5/19/2022,,39.707222,-104.920416,1,rooftop,5835,"Leetsdale Dr",,,Denver,CO,"Denver County",80224,US,"Denver (City of Denver Open Data Catalog)"
"Colorado (CO) : S. Nevada and Brookside - 49417","1455 S Nevada Ave, Colorado Springs CO 80905-7428",3/10/2022,5/19/2022,"Closed Union Store",38.812927,-104.821843,1,rooftop,1455,"S Nevada Ave",,,"Colorado Springs",CO,"El Paso County",80905,US,"El Paso"
"Oregon (OR) : NE Grand and Lloyd - 14045","525 NE Grand Ave, Portland OR 97232-2726",3/4/2022,5/17/2022,,45.52695,-122.660964,1,rooftop,525,"NE Grand Ave",,,Portland,OR,"Multnomah County",97232,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"Oregon (OR) : SE Powell & 28th - Portland - 50363","2880 SE Powell Blvd, Portland OR 97202-2063",3/11/2022,5/17/2022,,45.497251,-122.636176,1,rooftop,2880,"SE Powell Blvd",,,Portland,OR,"Multnomah County",97202,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"New York (NY) : Upstate NY : Latham Plaza - 23901","1210 Troy Schenectady Rd, Latham NY 12110-1027",3/30/2022,5/17/2022,,42.771553,-73.823412,1,rooftop,1210,"Troy Schenectady Rd",,,Latham,NY,"Albany County",12110,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"Oregon (OR) : 23rd & Burnside - 2925","2328 W Burnside St Ste 2, Portland OR 97210-3537",3/4/2022,5/17/2022,,45.52348,-122.699984,1,rooftop,2328,"W Burnside St",Ste,2,Portland,OR,"Multnomah County",97210,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"Oregon (OR) : 5th & Oak/US Bank Tower - 469","555 SW Oak St, Portland OR 97204-1752",3/4/2022,5/17/2022,"Closed Union Store",45.521864,-122.676531,1,rooftop,555,"SW Oak St",,,Portland,OR,"Multnomah County",97204,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"South Carolina (SC) : I-85 & Pelham Pkwy - 10525","3905 Pelham Rd, Greenville SC 29615-5004",2/16/2022,5/16/2022,,34.859982,-82.264754,1,rooftop,3905,"Pelham Rd",,,Greenville,SC,"Greenville County",29615,US,Greenville
"Michigan (MI) : Burton & Rosemont - 48198","2480 Burton St SE, Grand Rapids MI 49546-4811",3/9/2022,5/13/2022,,42.926987,-85.608905,1,range_interpolation,2480,"Burton St SE",,,"Grand Rapids",MI,"Kent County",49546,US,"TIGER/Line® dataset from the US Census Bureau"
"California (CA) : Southern California : Redondo & 7th - 9382","3390 E 7th St, Long Beach CA 90804-5003",3/7/2022,5/13/2022,,33.775013,-118.152743,1,rooftop,3390,"E 7th St",,,"Long Beach",CA,"Los Angeles County",90804,US,"City of Long Beach"
"California (CA) : Southern California : Candlewood St. & Lakewood Blvd. - 5650","4833 Candlewood St, Lakewood CA 90712-1832",3/7/2022,5/13/2022,,33.854153,-118.136513,1,rooftop,4833,"Candlewood St",,,Lakewood,CA,"Los Angeles County",90712,US,"Los Angeles (Los Angeles County)"
"California (CA) : Northern California : Mission & Dufour - 53811","1901 Mission St, Santa Cruz CA 95060-5215",2/1/2022,5/11/2022,,36.963442,-122.042274,1,rooftop,1901,"Mission St",,,"Santa Cruz",CA,"Santa Cruz County",95060,US,"City of Santa Cruz"
"California (CA) : Northern California : Ocean & Water - Santa Cruz - 20587","745 Ocean St, Santa Cruz CA 95060-4002",2/1/2022,5/11/2022,,36.979166,-122.021423,1,rooftop,745,"Ocean St",,,"Santa Cruz",CA,"Santa Cruz County",95060,US,"Santa Cruz (Santa Cruz County)"
"Maryland (MD) : 1700 W Nursery Rd. - 14168","1700 W Nursery Rd, Linthicum Heights MD 21090-2931",3/8/2022,5/10/2022,,39.199578,-76.683188,1,rooftop,1700,"W Nursery Rd",,,"Linthicum Heights",MD,"Anne Arundel County",21090,US,"Anne Arundel (Anne Arundel County)"
"Florida (FL) : 52 Curtiss Pkwy - 11715","52 Curtiss Pkwy, Miami Springs FL 33166-5219",3/14/2022,5/10/2022,,25.821822,-80.281346,1,rooftop,52,"Curtiss Pkwy",,,"Miami Springs",FL,"Miami-Dade County",33166,US,"Miami Dade (Public Domain Miami-Dade County)"
"Colorado (CO) : Colfax & Milwaukee-Denver - 2946","2975 E Colfax Ave, Denver CO 80206-1604",1/27/2022,5/10/2022,,39.74054,-104.95276,1,rooftop,2975,"E Colfax Ave",,,Denver,CO,"Denver County",80206,US,"Denver (City of Denver Open Data Catalog)"
"Florida (FL) : San Jose Blvd & Ricky Drive - 21922","11441 San Jose Blvd, Jacksonville FL 32223-7234",2/16/2022,5/10/2022,,30.166529,-81.631695,1,rooftop,11441,"San Jose Blvd",,,Jacksonville,FL,"Duval County",32223,US,Duval
"Florida (FL) : 1980 San Marco Boulevard - 8395","1980 San Marco Blvd, Jacksonville FL 32207-3212",2/24/2022,5/10/2022,,30.303953,-81.654841,1,rooftop,1980,"San Marco Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"Pennsylvania (PA) : PA JB : Amos Hall - 27117","4022 5th Ave, Pittsburgh PA 15213-3544",3/4/2022,5/6/2022,,40.443489,-79.955814,1,rooftop,4022,"5th Ave",,,Pittsburgh,PA,"Allegheny County",15213,US,Allegheny
"Oregon (OR) : W. 11th & Acorn Park - Eugene - 17920","3110 W 11th Ave, Eugene OR 97402-3286",2/28/2022,5/5/2022,,44.047683,-123.138634,1,rooftop,3110,"W 11th Ave",,,Eugene,OR,"Lane County",97402,US,"City of Eugene"
"Oregon (OR) : Valley River Drive - Eugene - 3367","1115 Valley River Dr, Eugene, OR 97401",3/1/2022,5/5/2022,,44.070609,-123.104607,1,rooftop,1115,"Valley River Dr",,,Eugene,OR,"Lane County",97401,US,"Statewide OR"
"Arizona (AZ) : Indian School & 107 Ave, Avondale - 6690","10585 W Indian School Rd, Avondale AZ 85392-5653",3/1/2022,5/5/2022,,33.493284,-112.286756,1,rooftop,10585,"W Indian School Rd",,,Avondale,AZ,"Maricopa County",85392,US,Maricopa
"Arizona (AZ) : 7th Street & Bell, Phoenix - 14560","17045 N 7th St, Phoenix AZ 85022-2401",2/25/2022,5/5/2022,,33.641921,-112.06503,1,rooftop,17045,"N 7th St",,,Phoenix,AZ,"Maricopa County",85022,US,Maricopa
"Wisconsin (WI) : McDill & Crossroads - 10419","120 Crossroads Dr, Plover WI 54467-4121",2/22/2022,5/4/2022,,44.496839,-89.513247,1,range_interpolation,120,"Crossroads Dr",,,Plover,WI,"Portage County",54467,US,"TIGER/Line® dataset from the US Census Bureau"
"Massachusetts (MA) : Allston, Continuum - 52691 - MA","217 Western Ave, Boston MA 02134-1039",1/18/2022,5/3/2022,,42.363318,-71.130578,1,rooftop,217,"Western Ave",,,Allston,MA,"Suffolk County",02134,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"New York (NY) : NYNJJB : Ceasar's Bay Shopping Center - 23267","8973 Bay Pkwy, Brooklyn NY 11214-6414",2/10/2022,5/3/2022,,40.593543,-74.000812,1,rooftop,8973,"Bay Pkwy",,,Brooklyn,NY,"Kings County",11214,US,"City of New York"
"Florida (FL) : N. Monroe & John Knox - 8552","2264 N Monroe St Ste 1, Tallahassee FL 32303-4789",1/11/2022,5/3/2022,,30.47073,-84.290396,1,rooftop,2264,"N Monroe St",Ste,1,Tallahassee,FL,"Leon County",32303,US,Leon
"New York (NY) : NYNJJB : Massapequa Village Square - 7307","4301 Merrick Rd, Massapequa NY 11758-6018",2/16/2022,5/3/2022,,40.667011,-73.474857,1,rooftop,4301,"Merrick Rd",,,Massapequa,NY,"Nassau County",11758,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"Massachusetts (MA) : Beth Israel - 7224 - Boston MA","364 Brookline Ave, Boston MA 02215-5401",1/21/2022,5/3/2022,,42.339048,-71.10642,1,rooftop,364,"Brookline Ave",,,Boston,MA,"Suffolk County",02215,US,"City of Boston"
"Massachusetts (MA) : Mt. Auburn - 7382 - Watertown MA","75 Mount Auburn St, Watertown MA 02472-3924",1/21/2022,5/3/2022,,42.366419,-71.181093,1,rooftop,75,"Mt Auburn St",,,Watertown,MA,"Middlesex County",02472,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"Virginia (VA) : 2003 S. Main Street, Farmville - 61778","2003 S Main St, Farmville VA 23901-2564",2/24/2022,5/3/2022,,37.274606,-78.401791,1,rooftop,2003,"S Main St",,,Farmville,VA,"Prince Edward County",23901,US,"Virginia Geographic Information Network (VGIN)"
"Massachusetts (MA) : Cleveland Circle - 16439 - MA","1948 Beacon St, Brighton MA 02135-7701",1/18/2022,5/3/2022,,42.336345,-71.15017,1,rooftop,1948,"Beacon St",,,Brighton,MA,"Suffolk County",02135,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"New Jersey (NJ) : Hamilton NJ - 8964 - 1087 White Horse Ave","1087 White Horse Ave, Trenton NJ 08610-1424",2/25/2022,5/2/2022,,40.206187,-74.695227,1,range_interpolation,1087,"White Horse Ave",,,Trenton,NJ,"Mercer County",08610,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey (NJ) : Summit - 7226 - NJ","2 Beechwood Rd, Summit NJ 07901-2511",3/1/2022,5/2/2022,,40.717721,-74.357543,1,range_interpolation,2,"Beechwood Rd",,,Summit,NJ,"Union County",07901,US,"TIGER/Line® dataset from the US Census Bureau"
"Minnesota (MN) : Minneapolis - 47th and Cedar - 49134","4712 Cedar Ave S, Minneapolis MN 55407-3634",2/28/2022,5/2/2022,,44.917419,-93.247689,1,rooftop,4712,"Cedar Ave S",,,Minneapolis,MN,"Hennepin County",55407,US,Hennepin
"North Carolina (NC) : Pride Drive & Blowing Rock Road - 47390","1700 Blowing Rock Rd, Boone NC 28607-6146",4/4/2022,4/30/2022,,36.199414,-81.659819,1,rooftop,1700,"Blowing Rock Rd",,,Boone,NC,"Watauga County",28607,US,"City of Boone"
"Washington (WA) : Cooper Point Village- 10795 - Olympia WA","315 Cooper Point Rd NW Ste 101, Olympia WA 98502-4446",2/25/2022,4/29/2022,,47.047803,-122.942312,1,rooftop,315,"Cooper Point Rd NW",Ste,101,Olympia,WA,"Thurston County",98502,US,Thurston
"New York (NY) : NYNJJB : Lafayette & 8th Street - 825","13 Astor Pl # 25, New York NY 10003-6904",2/10/2022,4/29/2022,,40.73006,-73.992049,1,rooftop,13,"Astor Pl",#,25,"New York",NY,"New York County",10003,US,"City of New York"
"Washington (WA) : Holman Road - 3346","9999 Holman Rd NW, Seattle WA 98117-2041",2/24/2022,4/29/2022,"Closed Union Store",47.701924,-122.363692,1,rooftop,9999,"Holman Rd NW",,,Seattle,WA,"King County",98117,US,King
"Oregon (OR) : U of O Erb Memorial Student Union - 25591","1395 University St, Eugene OR 97403-2572",2/4/2022,4/28/2022,,44.044535,-123.073888,1,rooftop,1395,"University St",,,Eugene,OR,"Lane County",97403,US,"City of Eugene"
"Georgia (GA) : Augusta Exchange - 11118","228 Robert C Daniel Jr Pkwy, Augusta GA 30909-0802",3/10/2022,4/28/2022,,33.48943,-82.079354,1,rooftop,228,"Robert C Daniel Jr Pkwy",,,Augusta,GA,"Richmond County",30909,US,"Richmond County"
"Oregon (OR) : Franklin & Villard - Eugene - 27299","1895 Franklin Blvd, Eugene OR 97403-1984",1/31/2022,4/28/2022,,44.045873,-123.064627,1,rooftop,1895,"Franklin Blvd",,,Eugene,OR,"Lane County",97403,US,"City of Eugene"
"Oregon (OR) : 7th & Washington- Eugene - 3409","495 W 7th Ave Ste 1, Eugene OR 97401-2791",1/31/2022,4/28/2022,,44.052531,-123.100134,1,rooftop,495,"W 7th Ave",Ste,1,Eugene,OR,"Lane County",97401,US,"City of Eugene"
"Oregon (OR) : Delta & Green Acres - 2975","3003 N Delta Hwy, Eugene OR 97408-7104",2/4/2022,4/28/2022,,44.094832,-123.09664,1,rooftop,3003,"N Delta Hwy",,,Eugene,OR,"Lane County",97408,US,"City of Eugene"
"Wisconsin (WI) : Howell & Puetz - 8778","8880 S Howell Ave, Oak Creek WI 53154-8632",2/14/2022,4/27/2022,,42.883669,-87.911382,1,rooftop,8880,"S Howell Ave",,,"Oak Creek",WI,"Milwaukee County",53154,US,"Statewide WI"
"Minnesota (MN) : 300 Snelling - 65228","300 Snelling Ave S Ste C, Saint Paul MN 55105-2017",2/14/2022,4/27/2022,,44.932577,-93.166716,1,rooftop,300,"Snelling Ave S",Ste,C,"Saint Paul",MN,"Ramsey County",55105,US,Ramsey
"Illinois (IL) : Peoria-University & Main - 8919","1200 W Main St, Peoria IL 61606-1200",2/14/2022,4/26/2022,,40.698518,-89.611205,1,rooftop,1200,"W Main St",,,Peoria,IL,"Peoria County",61606,US,Peoria
"Illinois (IL) : Northwest Hwy & Feinberg Dr - 29259","620 Northwest Hwy, Cary IL 60013-2073",2/14/2022,4/26/2022,,42.21741,-88.253859,1,rooftop,620,"W Northwest Hwy",,,Cary,IL,"McHenry County",60013,US,Mchenry
"New Jersey (NJ) : Hopewell - 7853 - NJ","800 Denow Rd Ste A, Pennington NJ 08534-5247",1/11/2022,4/25/2022,,40.301394,-74.782135,0.95,rooftop,800,"Denow Road Ext",Ste,A,Pennington,NJ,"Mercer County",08534,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"Maryland (MD) : 1209 N. Charles Street - 11685","1209 N Charles St, Baltimore MD 21201-5654",1/20/2022,4/25/2022,,39.303815,-76.61594,1,range_interpolation,1209,"N Charles St",,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
"Virginia (VA) : Gallows and Gatehouse - 7321 - Falls Church VA","3046 Gate House Plz, Falls Church VA 22042-1028",3/14/2022,4/22/2022,,38.866463,-77.23003,1,rooftop,3046,"Gate House Plz",,,"Falls Church",VA,"Fairfax County",22042,US,Fairfax
"Colorado (CO) : Coalton & Rock Creek- 10867 - Superior CO","2800 Rock Creek Blvd # A1, Superior CO 80027-4650",12/30/2021,4/22/2022,,39.941358,-105.157089,0.7,street_center,,"Rock Creek Pkwy",#,A1,Louisville,CO,"Boulder County",80027,US,"TIGER/Line® dataset from the US Census Bureau"
"Washington (WA) : Pike Street Roastery - 22344 - Seattle WA","1124 Pike St, Seattle WA 98101-1924",2/14/2022,4/21/2022,,47.613978,-122.328273,1,rooftop,1124,"Pike St",,,Seattle,WA,"King County",98101,US,"City of Seattle"
"Virginia (VA) : Westchester Commons - 13674","15605 Wc Commons Way Bldg 10, Midlothian VA 23113-7317",2/14/2022,4/19/2022,,37.513556,-77.694547,1,rooftop,15605,"Wc Commons Way",Bldg,10,Midlothian,VA,"Chesterfield County",23113,US,"Virginia Geographic Information Network (VGIN)"
"Virginia (VA) : Midlothian & Carmia Way - 7757","11136 Midlothian Tpke, North Chesterfield VA 23235-4712",1/20/2022,4/19/2022,,37.50647,-77.603493,1,rooftop,11136,"Midlothian Turnpike",,,"North Chesterfield",VA,"Chesterfield County",23235,US,"Virginia Geographic Information Network (VGIN)"
"Virginia (VA) : Huguenot Village Shopping Center - 7857","2059 Huguenot Rd, North Chesterfield VA 23235-4305",2/14/2022,4/19/2022,,37.521401,-77.612252,1,rooftop,2059,"Huguenot Rd",,,"North Chesterfield",VA,"Chesterfield County",23235,US,"Virginia Geographic Information Network (VGIN)"
"Virginia (VA) : Broad & Willow Lawn - 724","1601 Willow Lawn Dr # 700-P, Richmond VA 23230-3427",2/23/2022,4/19/2022,,37.581933,-77.498203,1,rooftop,1601,"Willow Lawn Dr",Ste,700,Richmond,VA,"Henrico County",23230,US,Henrico
"Virginia (VA) : Forest Hills and Cherokee - 7856","6980 Forest Hill Ave, Richmond VA 23225-1606",1/20/2022,4/19/2022,,37.538224,-77.523678,1,rooftop,6980,"Forest Hill Ave",,,Richmond,VA,"Richmond City",23225,US,"City of Richmond"
"New York (NY) : Upstate NY : East Robinson @ Niagara Falls Blvd - 50060","3015 Niagara Falls Blvd, Amherst NY 14228-1638",4/18/2022,4/18/2022,,43.036467,-78.822672,0.89,nearest_rooftop_match,3005,"Niagara Falls Blvd",,,Buffalo,NY,"Erie County",14228,US,Erie
"Oregon (OR) : 29th & Willamette - Eugene - 22349","2830 Willamette St, Eugene OR 97405-8201",1/7/2022,4/13/2022,,44.027981,-123.091037,1,rooftop,2830,"Willamette St",,,Eugene,OR,"Lane County",97405,US,"City of Eugene"
"Pennsylvania (PA) : PA JB : Bloomfield, Liberty Ave - 7749","4765 Liberty Ave, Pittsburgh PA 15224-2079",2/11/2022,4/13/2022,,40.461195,-79.947542,1,rooftop,4765,"Liberty Ave",,,Pittsburgh,PA,"Allegheny County",15224,US,Allegheny
"Massachusetts (MA) : 1304 Commonwealth Ave - 22253 - MA","1304 Commonwealth Ave, Boston MA 02134-3747",12/13/2021,4/11/2022,,42.348467,-71.13409,1,rooftop,1304,"Commonwealth Ave",,,Allston,MA,"Suffolk County",02134,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"Massachusetts (MA) : Coolidge Corner - 867 - MA","277 Harvard St, Brookline MA 02446-2908",12/13/2021,4/11/2022,,42.34266,-71.121564,1,rooftop,277,"Harvard St",,,Brookline,MA,"Norfolk County",02446,US,"City of Brookline"
"New York (NY) : Upstate NY : Ithaca on The Commons - 10395","130 E Seneca St, Ithaca NY 14850-4356",2/1/2022,4/8/2022,"Closed Union Store",42.440614,-76.497239,1,rooftop,130,"E Seneca St",,,Ithaca,NY,"Tompkins County",14850,US,Tompkins
"New York (NY) : Upstate NY : Ithaca, S. Meadow St - 65187","722 S Meadow St, Ithaca NY 14850-5368",2/1/2022,4/8/2022,"Closed Union Store",42.430807,-76.509435,1,rooftop,722,"S Meadow St",,,Ithaca,NY,"Tompkins County",14850,US,Tompkins
"New York (NY) : Upstate NY : 235 Delaware Ave - 7448","235 Delaware Ave, Buffalo NY 14202-2008",2/1/2022,4/7/2022,,42.890937,-78.876298,1,rooftop,235,"Delaware Ave",,,Buffalo,NY,"Erie County",14202,US,Erie
"New York (NY) : Upstate NY : Brighton, Monroe & Clover - 7657","2750 Monroe Ave, Rochester NY 14618-4193",2/1/2022,4/7/2022,,43.113137,-77.549178,1,rooftop,2750,"Monroe Ave",,,Rochester,NY,"Monroe County",14618,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York (NY) : Upstate NY : Mount Hope Avenue - 7310","1394 Mt Hope Ave, Rochester, NY 14620",2/1/2022,4/7/2022,,43.12169,-77.618733,1,range_interpolation,1394,"Mt Hope Ave",,,Rochester,NY,"Monroe County",14620,US,"TIGER/Line® dataset from the US Census Bureau"
"Tennessee (TN) : I-75 at Merchant Rd - 9780","116 Merchant Dr, Knoxville TN 37912-3501",12/27/2021,4/5/2022,,36.010432,-83.970548,1,rooftop,116,"Merchant Dr",,,Knoxville,TN,"Knox County",37912,US,"Statewide TN"
"New York (NY) : NYNJJB : New York Roastery - 47906","61 9th Ave, New York NY 10011-7001",2/9/2022,4/1/2022,,40.741607,-74.005158,1,rooftop,61,"9th Ave",,,"New York",NY,"New York County",10011,US,"City of New York"
"Arizona (AZ) : Crismon & Southern - 55374","1222 S Crismon Rd Ste 101, Mesa AZ 85209-3887",1/18/2022,3/25/2022,,33.392592,-111.615706,1,rooftop,1222,"S Crismon Rd",Ste,101,Mesa,AZ,"Maricopa County",85209,US,"City of Mesa (City of Mesa)"
"Washington (WA) : Broadway & Denny Way - 304","101 Broadway E, Seattle WA 98102-6097",12/20/2021,3/22/2022,"Closed Union Store",47.618912,-122.32128,1,rooftop,101,"Broadway E",,,Seattle,WA,"King County",98102,US,"City of Seattle"
"New York (NY) : Upstate NY : Amherst, Sheridan and N. Bailey - 47843","3186 Sheridan Dr # 100, Amherst NY 14226-1907",11/10/2021,3/9/2022,,42.981008,-78.81489,1,rooftop,3186,"Sheridan Dr",#,100,Buffalo,NY,"Erie County",14226,US,Erie
"New York (NY) : Upstate NY : Depew, Transit Road - 7665","4770 Transit Rd, Depew NY 14043-9700",11/10/2021,3/9/2022,,42.868484,-78.697507,1,rooftop,4770,"Transit Rd",,,Depew,NY,"Erie County",14043,US,Erie
"New York (NY) : Upstate NY : College Avenue, Ithaca - 11932","402 College Ave Ste 402, Ithaca NY 14850-6708",2/1/2022,3/6/2022,"Closed Union Store",42.441626,-76.4854,1,range_interpolation,402,"College Ave",Ste,402,Ithaca,NY,"Tompkins County",14850,US,"TIGER/Line® dataset from the US Census Bureau"
"Arizona (AZ) : Power Rd & Baseline Rd - 5610","6807 E Baseline Rd Ste 102, Mesa AZ 85209-4812",11/18/2021,2/25/2022,,33.379023,-111.687301,1,rooftop,6807,"E Baseline Rd",Ste,102,Mesa,AZ,"Maricopa County",85209,US,"City of Mesa (City of Mesa)"
"New York (NY) : Upstate NY : Cheektowaga - 23917","4255 Genesee St Ste 100, Cheektowaga NY 14225-1943",8/30/2021,1/10/2022,,42.932124,-78.728501,1,range_interpolation,4255,"Genesee St",Ste,100,Buffalo,NY,"Erie County",14225,US,"TIGER/Line® dataset from the US Census Bureau"
"New York (NY) : Upstate NY : Elmwood Avenue - 7381","933 Elmwood Ave, Buffalo NY 14222-1211",8/30/2021,12/9/2021,,42.922517,-78.8765,1,rooftop,933,"Elmwood Ave",,,Buffalo,NY,"Erie County",14222,US,Erie
